is_spam,sms,Predicted_Labels
1,rock yr chik get s filthi film x pic yr phone now rpli filth saristar ltd e yt p per day stop cancel,ham
0,singl line big mean mi anyth ur best life,ham
0,i got like ltgt i get late though get whatev fel like,ham
0,dad want talk apart i got late start omw,ham
0,i love,ham
0,lol u stil fele sick,ham
0,din tel u ju,ham
0,eye philosophi,ham
1,from next month get upto more cal ur standard network charg activ cal c wirenet stterm pobox m uz cost å min mobcudb,spam
0,ok lor im town lei,ham
0,i alreadysabarish ask go,ham
0,no da vijay go talk jaya tv,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim j po boxcpm,spam
0,lol i know hey someon great inperson flea forum i love it,ham
1,text baneduk se cost p textoper gga x,ham
0,stil chanc there if search hard get itlet tri,ham
1,auction round the high bid å next maximum bid å to bid send bid e g to bid å god luck,ham
0,do alway celebr ny famili,ham
0,we know taj mahal symbol love but leser known fact mumtaz shahjahan th wife wife shahjahan kile mumtaz husband mari her mumtaz die ltgt th deliveri he mari mumtaz sister question aris hel love the great hari,ham
0,it okcom home vl nice met v chat,ham
1,colect valentin wekend pari inc flight hotel å prize guarant text pari no,ham
0,sent de webadr gete salari slip,ham
0,she fine send grete,ham
1,custom loyalti oferth new nokia mobil onli å txtauction txt word start no get now tctxt tc pmtmsg,spam
0,but dint touch me,ham
0,yup leav right now back son,ham
1,you believ true it incred txt repli g learn truli amaz thing blow mind from ofwd ptxt,ham
0,yeah sure il leav min,ham
0,and one teach ship car,ham
0,the sign matur start say big thing but actuali is start understand smal thing have a nice even bslvyl,ham
0,yeah confirm stay wekend,ham
0,they said ì dun haf pasport smth like dat or ì juz send email acount,ham
0,multipli number independ count decim point then divis push decim place like show you,ham
0,have love night wake se mesag hope smile know be have great morn,ham
0,ard lor,ham
0,you right meanwhil how project twin comin,ham
0,i sent maga money yesterday oh,ham
1,hi ibh custom loyalti ofer the new nokia mobil onli å txtauctiontxt wordstart no get your nowt,spam
0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd so alwi be in touch god night amp swet dream,ham
1,i hot n horni wile i live local text repli hear strt back p per msg netcolex ltdhelpdesk repli stop end,spam
0,our ride equali unev mani peski cyclist around time night,ham
0,if werear fre give otherwis nala adi entey natil kitum,ham
0,ive sent wife text after buy shel tel do so relax we go get wkend,ham
0,i escap theatr now go watch kavalan minut,ham
0,how much would cost hire hitman,ham
0,i anyth lor,ham
0,sori il cal late,ham
1,do want new nokia i colour phone deliv tomorow with fre minut mobil fre text fre camcord repli cal,spam
0,huh cant go ur hous empti hand right,ham
0,god morn princ hapi new year,ham
1,congratul youv won your winer august å prize draw cal now prize code,spam
0,aight wel head,ham
0,then wat r u now busi wif work,ham
0,i know mod today,ham
0,jay told alreadi,ham
0,cp caus outag conserv energi,ham
0,im sure i check hapen around area,ham
0,hey morn come ask pa,ham
0,jordan got vote last nite,ham
0,that mean got a epi she fine she now,ham
0,i idea,ham
0,pl come quick cant bare thi,ham
0,joy father john then john joy father if u an th hav ltgt iq ti ia question tri answer,ham
0,cal me i unabl cal let met bhaskar dep,ham
0,no il met librari,ham
0,k romat also want dubsack anoth friend may also want plan bring extra il tel know sure,ham
0,depend individu lor e hair dreser say preti parent say lok gong u kaypoh i also duno wat colect,ham
0,ok c ì then,ham
0,i enjoy watch play fotbal basketb anyth outdor and you,ham
0,can pleas ask macho price rang is want someth new use plu interfu blackberi bold ltgt b,ham
0,sori sent blank msg again yup tri seriou studi now,ham
0,hey check da i list da,ham
1,p alfi mon children ned song ur mob tel ur ms txt tone chariti nokia poli chariti poli zed profit chariti,spam
0,i meant apolog text get drug ltgt night,ham
0,that mean februari april il gete place stay hustl back forth audit season sinc sister move away harlem,ham
0,goin workout lor muz lose e fat,ham
0,damn por zac stand chanc,ham
0,no mesageno responcewhat hapend,ham
0,i want tel u one thing u mistak k thi is the mesag that you sent,ham
0,yeah right il bring tape measur fri,ham
0,stil chanc there if search hard get itlet tri,ham
0,mete u work tel shal work tomorow,ham
0,should i head straight,ham
1,get ofici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wwx å,spam
0,thank princ you sexi,ham
0,oh i got plenti those,ham
0,hui xin da lib,ham
0,it big difer ltgt versu ltgt everi ltgt hr,ham
0,it make cri it stuf hapen top everyth els push edg you underdtand often cri sori sori life,ham
0,me babe i fel the same let just get about itboth tri cher upnot fit so muchxlov u locax,ham
0,you know hok mean right,ham
1,custom servic anounc we recent tri make deliveri unabl so pleas cal reschedul ref,spam
0,wat da model num ur phone,ham
0,he reali skateboard despit fact get thrown wind bandag shit arm everi five minut,ham
1,you stop club tone repli stop mix se mytonecomenjoy html term club tone cost gbpwek mfl,spam
0,my hous e sky quit dark liao if rain got excus run alreadi rite he,ham
0,sori left phone upstair ok might hectic would bird one fel swop it date,ham
0,thought i se you,ham
1,wama get laidwant real dogin locat sent direct mobil join uk large doge network txt dog nownyt eca lp å msg,spam
0,carlo say pick late yeah were set,ham
0,hey babe friend cancel stil visit,ham
0,as per request mangalyam alaipayuth set calertun caler pre copi friend calertun,ham
0,hm il think it ok forgiven d,ham
0,we hope get away langport you stil town tonight,ham
0,want send virtual hug i ned one,ham
0,probabl not stil go stuf,ham
0,it isu right now il fix tomorow,ham
0,whi come peopl,ham
0,senthil group compani apnt pm,ham
0,oh reali did make air what talent,ham
0,studi but il fre next wekend,ham
0,r u yet im wear blue shirt n black pant,ham
0,waiti come out ltgt min,ham
0,i reach ur home ltgt minut,ham
0,wel great wekend,ham
0,what langport sori il probabl bed pm it suck il xma when gosri lanka,ham
0,frnd juz wordnot mere relationshipit silent promis say i you wherevr whenevr forevr gudnyt dear,ham
0,huh also canot then mani mistak,ham
0,ha u ju ate honey ar so swet,ham
0,im turn phone my mom tele everyon i cancer and sister stop cale it hurt talk cant put it se u u get home love u,ham
0,honey swetheart darl sexi bun sugar plum loverboy i mi you boytoy smack as did go gym,ham
0,thank love so you rock,ham
0,yeah ima come caus jay want drug,ham
0,ok thanx take care then,ham
0,yup thk u oso bore wat,ham
0,came lok flat sem ok s is away alot wiv work got woman come to,ham
0,moji inform save live thank,ham
1,you nokia i thi get win fre auction to take part send nokia now hgsuiteland rowjhl,spam
0,who cla,ham
0,hey r ì stil onlin ive finish format,ham
0,great so atract brotha,ham
1,promot number ur award citi break could win å sumer shope spre everi wk txt store skilgm tscswinawkag å perwksub,spam
0,stupidit posibl,ham
0,i cant pick phone right now pl send mesag,ham
0,lol hapen vega stay vega,ham
0,helo helo hi lou sori tok long repli i left mobil friend lancast got bak neway im sori i couldnåõt make ur båõday hun,ham
0,when use soc i use home ìï duno type word ar,ham
0,dad say huri hel,ham
0,wake ltgt morn,ham
0,i get cla bsn like ltgt minut know advis is,ham
0,great i shot big load get readi,ham
0,il met lobi,ham
0,you stil come tonight,ham
0,what hapen dear tel,ham
0,sir wait cal fre pleas cal me,ham
0,no movi laptop,ham
0,i text i finish long time ago shower eryth,ham
0,ok im sure time finish tomorow wana spend even co would vewi vewi lubli love x,ham
0,helo as per request ltgt rs transfer,ham
0,i tirupur cal da,ham
1,you winer speciali select receiv å cash å award speak live oper claim cal ampm cost p,spam
0,sbut luck catch put down,ham
0,how noe did ì specifi da domain nustu ìï stil sch,ham
0,ohi ask fun hahatak care ì,ham
0,shal get pouch,ham
0,hey loverboy i love i tel i lok pictur ach fel leg fuck i want i ned i crave,ham
0,how boy no swet word left morn sigh how goe day love did start studi,ham
0,kent vale lor ìï wait ar,ham
0,ok veri god it make money,ham
0,read gud habit nan bari hudgi yorg pataistha ertini kano,ham
0,aight stil want get money,ham
1,fre top rington sub wekli ringtoneget st wek fresend subpoli per wekstop sm,spam
0,okok okthenwhat ur today plan,ham
0,are you in town thi is v import,ham
0,sori pa dont knw ru pa,ham
0,wat u there,ham
0,if mete ì rite il go home lor if ì dun fel like comin ok,ham
0,oh get paid the outstand one comerci hasbroin august they made us jump mani hop get paid stil not,ham
0,i lateso cal tomorow morningtak care swet dreamsu meumifyingby,ham
0,network technic suport asoci,ham
0,im gona rip uteru,ham
0,col do like swime i pol jacuzi hous,ham
1,thank rington order refer number x your mobil charg should tone ariv pleas cal custom servic from colouredtextcolourtxtstar,spam
0,yeah not gang readi,ham
0,blank blank but wat blank lol,ham
0,im movi colect car oredi,ham
0,we left alreadi orchard now,ham
1,hi there night ur lucki night uve invit xchat uk wild chat txt chat now pmsgrcvdhgsuitelandsrowjhl ldn yr,spam
0,noth splwat abt u whr ru,ham
0,no chiku nt yet ya im fre,ham
0,aldrin rakhesh ex rtm herepl calurg,ham
0,the search hapin main sourc unhapin acept life way come u find hapin everi moment u live,ham
0,im home pleas cal,ham
0,i gue could god excus ani lol,ham
0,isnt frnd neces life imagin urself witout frnd hwd u fel ur coleg watl u wth ur cel wat abt function thnk abt event espel care mise amp irit u wrd dearlov frnd wthout u cant live i jst it takecar godmorn,ham
0,gud mrng dear hav nice day,ham
0,old orchard near univ how you,ham
0,taco raja burito right,ham
0,it û s å get in ok,ham
0,how stret end librari walk is,ham
0,plz note anyon cale mobil co amp ask u type ltgt ltgt do so disconect calcoz iz atempt terorist make use sim card no itz confirmd nokia n motorola n verifi cn ibn,ham
0,we stope get ice cream go back,ham
0,did stitch trouser,ham
0,no da vijay go talk jaya tv,ham
1,tfp,ham
0,hey im bore so im think u so wat r u do,ham
0,nah wednesday when i bring mini cheto bag over,ham
0,nobodi name peni girl name stori ad,ham
0,aight let know gona around usf,ham
0,im not she lip sync shangela,ham
0,ìï neva tel noe im home da aft wat,ham
0,a bit ur smile hpn drop ur tear sorow part ur heart life heart like mine wil care u forevr godfriend,ham
1,dear voucher holder claim st cla airport loung pase use your holiday voucher cal when boke quot st cla x,spam
0,buz hey love i think hope day goe wel did slep i mi babe i long moment togeth againlov smile,ham
0,haha sound crazi duno tahan anot,ham
0,whi u earli,ham
0,ya one slow po,ham
1,blomberg mesag center whi wait apli futur blombergcom,ham
0,im gloucesteroad up late,ham
0,yesher tv alway avail work place,ham
1,ye the place town met excit adult singl uk txt chat now pmsg,spam
0,lol ouch wish id stay bit long,ham
0,god ask what forgiven a litl child gave love repli,ham
0,wel join ltgt bu,ham
0,wa ask wil kep one mayb that get mesag sent glo,ham
1,fre st wek no nokia tone ur mob everi wek txt nokia get txting tel ur mate pobox wwq normpton,spam
0,ki send ltgt min,ham
0,would smoke help us work dificult time,ham
1,someon u know ask date servic contact you cant gue who cal now reveal pobox sxi p,spam
0,yesmum lokin strong,ham
0,sir godmorn onc fre cal me,ham
0,where cal me,ham
0,wa gr se mesag so r u leav congrat dear what schol wat r ur plan,ham
0,love it the girl ofic may wonder smile sore,ham
0,hi wlcome back wonder got eaten lion someth noth much,ham
0,doe uncl timi help clear car,ham
0,i came hostel i go slep plz cal cla hrishi,ham
0,ok but bag again,ham
0,hi you spoke manesha v wed like know satisfi experi repli tol fre ye no,ham
0,ok lor msg b u cal,ham
1,mila age blond new uk i lok sex uk guy u like fun me text mtalk ptxt st fre å increment help,spam
0,onc fishrman woke earli mrng it dark he wait amp found sack ful stone he strtd throwin thm in sea pa time atlast ju stone sun rose amp found tht r nt stone diamond moraldont wake earli mrng god night,ham
1,claim shope spre cal now have won mobstorequizpm,spam
0,then ur physic get a,ham
0,dear friend sori late inform today birthday love arpravesh detail log face bok se it number ltgt dont mi delici treat,ham
0,how r ì go send me,ham
0,can onlin transact,ham
0,dear got train seat mine low seat,ham
0,let know ned anyth els salad desert someth how mani ber shal get,ham
0,wat r u do,ham
0,whore you are unbeliev,ham
1,want funk ur fone wekli new tone repli tonesu text origin n best tone gbp network oper rate apli,spam
